AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,0eubZ00000001JLQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",0eubZ00000001JMQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
Subject to subsection .5receive a particular professional health service.,0eubZ00000001JNQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",0eubZ00000001JOQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
"Subject to subsection .7take a particular medication, if prescribed by a health professional.",0eubZ00000001JPQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
Subject to subsection .8receive a medication from a particular pharmacy.,0eubZ00000001JQQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",0eubZ00000001JRQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",0eubZ00000001JTQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",0eubZ00000001JUQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",0eubZ00000001JVQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",0eubZ00000001JWQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",0eubZ00000001JXQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,0eubZ00000001JcQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,0eubZ00000001JdQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",0eubZ00000001JfQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",0eubZ00000001JhQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,0eubZ00000001JiQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,0eubZ00000001JjQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,0eubZ00000001JkQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,0eubZ00000001JmQAI,Employees/Staff SN Compliance,0Z4bZ00000000BnSAI,
"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,Employees/Staff SN Compliance,0Z4bZ00000000BnSAI,
"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",0eubZ00000001JoQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,0eubZ00000001JpQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",0eubZ00000001JsQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",0eubZ00000001JtQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
 A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,
A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,
"A registrant who operates an assisted living residence to which this section applies must ensure that units for each class, and for residents and non-residents, are located in separate and distinct locations on the premises.",0eubZ00000001FZQAY,Housing SU Application,0Z4bZ00000000BcSAI,
"A registrant must not have more units, or house more residents, than is permitted under the registrant’s registration.",0eubZ00000001FbQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must not house more residents in a unit than is consistent with protecting the health and safety of each resident.,0eubZ00000001FcQAI,Housing SU Application,0Z4bZ00000000BcSAI,
"A registrant must ensure that the assisted living residence is in a state of good repair and is safe, clean and free of hazards.",0eubZ00000001FdQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that the assisted living residence  is maintained at a safe and comfortable temperature for residents.,0eubZ00000001FeQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that the assisted living residence is well-ventilated and has sufficient lighting in units and common areas.,0eubZ00000001FfQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that the assisted living residence  has sufficient social and recreational space for residents.,0eubZ00000001FgQAI,Housing SU Application,0Z4bZ00000000BcSAI,
"A registrant must ensure that residents requiring mobility aids may access, in a manner appropriate to each resident, all areas intended for use by residents.",0eubZ00000001FhQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure  with respect to the assisted living residence that the premises conforms to all enactments relevant to building alterations or occupancy limits.,0eubZ00000001FiQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure the following with respect to the assisted living residence that each unit is or includes a bedroom that has both a door and a window.,0eubZ00000001FjQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that furniture and equipment provided in common areas and units meet resident needs and capabilities.,0eubZ00000001FkQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that furniture and equipment provided in common areas and units are compatible with the health and safety of residents.,0eubZ00000001FlQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that furniture and equipment provided in common areas and units are in a state of good repair.,0eubZ00000001FmQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that the assisted living residence is secured in a manner that protects residents from entry by unauthorized persons.,0eubZ00000001FpQAI,Housing SU Application,0Z4bZ00000000BcSAI,
"A registrant must ensure that units are accessible in an emergency, including that locked units may be unlocked from the outside.",0eubZ00000001FqQAI,Housing SU Application,0Z4bZ00000000BcSAI,
A registrant must ensure that emergency exits and egress windows are not obstructed or secured in a manner that may hinder exit in an emergency.,0eubZ00000001FtQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a criminal record check for the person.",0eubZ00000001FzQAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a record of the person's work history.",0eubZ00000001G0QAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Subject to subsections (2) & (3), a registrant must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of any diplomas, certificates or other evidence of training, experience, skills, & other qualifications.",0eubZ00000001G1QAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Subject to subsections (2) & (3), must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of diplomas, certificates or other evidence of the person's training, experience, skills, & other qualifications.",0eubZ00000001G2QAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Subject to subsections (2) and (3), registrant must not employ a person in an AL residence unless the registrant or manager, is satisfied that the person has the personality, ability and temperament necessary to provide services to residents",0eubZ00000001G4QAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Subject to subsections (2) & (3), must not employ a person in an AL Res unless the registrant or manager is satisfied the person has the training, experience ,qualifications & demonstrates skills, necessary to the assigned duties & responsibilities.",0eubZ00000001G5QAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Without limiting section 22 (1) [character & skill requirements], Registrant of  AL residence of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs duration in counselling.",0eubZ00000001GFQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Without limiting section 22 (1) [character & skill requirements], Registrant who operates an AL residence of SU class must not employ unless completed a course, or combination of courses, of at least 20 hrs duration in crisis intervention & conflict res.",0eubZ00000001GGQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Without limiting section 22 (1) [character & skill requirements], Registrant  of AL Res of SU class must not employ a person unless the person has completed a course, or combo of courses, of 20 hrs in psychosocial intervention for substance use disorders.",0eubZ00000001GHQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Without limiting section 22 (1) [character & skill requirements],Registrant of AL Res of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs in trauma-informed practice.",0eubZ00000001GIQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Despite subsection (1), Registrant may employ a person who does not meet the requirements of that subsection if a written plan is made describing how the person will complete, within  3 month period, the course requirements referred to in that subsection.",0eubZ00000001GLQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
