AssessmentIndDefinition.Name,AssessmentIndDefinitionId,Id,RegulatoryCode.RegulatoryAuthorityId,RegulatoryCodeId,ExternalId__c,ExternalId__c Reg Code,ExternalId__c (Assessment Indicator Definition)
Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,0eubZ00000001IbQAI,0fMbZ00000000mLUAQ,19pbZ00000002kzQAA,0fCbZ00000000snUAA,S 49.4 ,S 49.4 ,S 49.4 
"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E.",0eubZ00000001IcQAI,0fMbZ00000000mMUAQ,19pbZ00000002kzQAA,0fCbZ00000000soUAA,S 50.1 ,S 50.1 ,S 50.1 
This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.,0eubZ00000001IdQAI,0fMbZ00000000mNUAQ,19pbZ00000002kzQAA,0fCbZ00000000spUAA,S 51.1.a ,S 51.1.a ,S 51.1.a 
This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.,0eubZ00000001IeQAI,0fMbZ00000000mOUAQ,19pbZ00000002kzQAA,0fCbZ00000000sqUAA,S 51.1.b ,S 51.1.b ,S 51.1.b 
A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.,0eubZ00000001IfQAI,0fMbZ00000000pLUAQ,19pbZ00000002kzQAA,0fCbZ00000000srUAA,S 51.2.a ,S 51.2.a ,S 51.2.a 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",0eubZ00000001IgQAI,0fMbZ00000000pMUAQ,19pbZ00000002kzQAA,0fCbZ00000000ssUAA,S 51.2.b.i ,S 51.2.b.i ,S 51.2.b.i 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests.",0eubZ00000001IhQAI,0fMbZ00000000pNUAQ,19pbZ00000002kzQAA,0fCbZ00000000stUAA,S 51.2.b.ii ,S 51.2.b.ii ,S 51.2.b.ii 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program.",0eubZ00000001IiQAI,0fMbZ00000000pOUAQ,19pbZ00000002kzQAA,0fCbZ00000000suUAA,S 51.2.b.iii ,S 51.2.b.iii ,S 51.2.b.iii 
A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,0eubZ00000001IjQAI,0fMbZ00000000pPUAQ,19pbZ00000002kzQAA,0fCbZ00000000svUAA,S 51.2.c ,S 51.2.c ,S 51.2.c 
 A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.,0eubZ00000001IkQAI,0fMbZ00000000pQUAQ,19pbZ00000002kzQAA,0fCbZ00000000swUAA,S 52.1 ,S 52.1 ,S 52.1 
"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection.",0eubZ00000001IlQAI,0fMbZ00000000pRUAQ,19pbZ00000002kzQAA,0fCbZ00000000sxUAA,S 53.1.a ,S 53.1.a ,S 53.1.a 
"If the registrar reasonably believes that the H&S of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentson receiving a report respecting a reportable incident or a complaint.",0eubZ00000001ImQAI,0fMbZ00000000pSUAQ,19pbZ00000002kzQAA,0fCbZ00000000syUAA,S 53.1.b ,S 53.1.b ,S 53.1.b 
A registrant subject to a requirement made under subsection .1,0eubZ00000001InQAI,0fMbZ00000000pTUAQ,19pbZ00000002kzQAA,0fCbZ00000000szUAA,S 53.2 ,S 53.2 ,S 53.2 
A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001IoQAI,0fMbZ00000000pUUAQ,19pbZ00000002kzQAA,0fCbZ00000000t0UAA,S 54.1.a ,S 54.1.a ,S 54.1.a 
A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001IpQAI,0fMbZ00000000pVUAQ,19pbZ00000002kzQAA,0fCbZ00000000t1UAA,S 54.1.b ,S 54.1.b ,S 54.1.b 
"In this section, ""Canada's Food Guide"" means the current edition of the publication produced by or on behalf of the Government of Canada that promotes nutritional health by guiding food selection.",0eubZ00000001IqQAI,0fMbZ00000000pWUAQ,19pbZ00000002kzQAA,0fCbZ00000000t2UAA,S 55.1 ,S 55.1 ,S 55.1 
"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",0eubZ00000001IrQAI,0fMbZ00000000pXUAQ,19pbZ00000002kzQAA,0fCbZ00000000t3UAA,S 55.2.a ,S 55.2.a ,S 55.2.a 
A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,0eubZ00000001IsQAI,0fMbZ00000000pYUAQ,19pbZ00000002kzQAA,0fCbZ00000000t4UAA,S 55.2.b ,S 55.2.b ,S 55.2.b 
"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",0eubZ00000001ItQAI,0fMbZ00000000pZUAQ,19pbZ00000002kzQAA,0fCbZ00000000t5UAA,S 55.2.c ,S 55.2.c ,S 55.2.c 
A registrant must consult with a dietitianto make an initial menu plan.,0eubZ00000001IuQAI,0fMbZ00000000paUAA,19pbZ00000002kzQAA,0fCbZ00000000t6UAA,S 55.3.a ,S 55.3.a ,S 55.3.a 
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly.",0eubZ00000001IvQAI,0fMbZ00000000pbUAA,19pbZ00000002kzQAA,0fCbZ00000000t7UAA,S 55.3.b.i ,S 55.3.b.i ,S 55.3.b.i 
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed.",0eubZ00000001IwQAI,0fMbZ00000000pcUAA,19pbZ00000002kzQAA,0fCbZ00000000t8UAA,S 55.3.b.ii ,S 55.3.b.ii ,S 55.3.b.ii 
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",0eubZ00000001IxQAI,0fMbZ00000000pdUAA,19pbZ00000002kzQAA,0fCbZ00000000t9UAA,S 55.4.a ,S 55.4.a ,S 55.4.a 
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,0fMbZ00000000peUAA,19pbZ00000002kzQAA,0fCbZ00000000tAUAQ,S 55.4.b ,S 55.4.b ,S 55.4.b 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",0eubZ00000001IzQAI,0fMbZ00000000pfUAA,19pbZ00000002kzQAA,0fCbZ00000000tBUAQ,S 56.1.a ,S 56.1.a ,S 56.1.a 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",0eubZ00000001J0QAI,0fMbZ00000000pgUAA,19pbZ00000002kzQAA,0fCbZ00000000tCUAQ,S 56.1.b ,S 56.1.b ,S 56.1.b 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,0fMbZ00000000phUAA,19pbZ00000002kzQAA,0fCbZ00000000tDUAQ,S 56.1.c ,S 56.1.c ,S 56.1.c 
"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",0eubZ00000001J2QAI,0fMbZ00000000piUAA,19pbZ00000002kzQAA,0fCbZ00000000tEUAQ,S 56.2 ,S 56.2 ,S 56.2 
A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,0fMbZ00000000pjUAA,19pbZ00000002kzQAA,0fCbZ00000000tFUAQ,S 56.3 ,S 56.3 ,S 56.3 
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",0eubZ00000001J4QAI,0fMbZ00000000pkUAA,19pbZ00000002kzQAA,0fCbZ00000000tGUAQ,S 56.4.a ,S 56.4.a ,S 56.4.a 
"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",0eubZ00000001J5QAI,0fMbZ00000000plUAA,19pbZ00000002kzQAA,0fCbZ00000000tHUAQ,S 56.4.b ,S 56.4.b ,S 56.4.b 
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",0eubZ00000001J6QAI,0fMbZ00000000pmUAA,19pbZ00000002kzQAA,0fCbZ00000000tIUAQ,S 56.4.c ,S 56.4.c ,S 56.4.c 
"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,0fMbZ00000000pnUAA,19pbZ00000002kzQAA,0fCbZ00000000tJUAQ,S 57.1.a ,S 57.1.a ,S 57.1.a 
A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,0eubZ00000001J8QAI,0fMbZ00000000poUAA,19pbZ00000002kzQAA,0fCbZ00000000tKUAQ,S 57.1.b ,S 57.1.b ,S 57.1.b 
"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",0eubZ00000001J9QAI,0fMbZ00000000ppUAA,19pbZ00000002kzQAA,0fCbZ00000000tLUAQ,S 58.1 ,S 58.1 ,S 58.1 
A registrant must provide linens to residents who require them.,0eubZ00000001JAQAY,0fMbZ00000000pqUAA,19pbZ00000002kzQAA,0fCbZ00000000tMUAQ,S 58.2 ,S 58.2 ,S 58.2 
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",0eubZ00000001JBQAY,0fMbZ00000000prUAA,19pbZ00000002kzQAA,0fCbZ00000000tNUAQ,S 58.3.a ,S 58.3.a ,S 58.3.a 
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",0eubZ00000001JCQAY,0fMbZ00000000psUAA,19pbZ00000002kzQAA,0fCbZ00000000tOUAQ,S 58.3.b ,S 58.3.b ,S 58.3.b 
A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,0eubZ00000001JDQAY,0fMbZ00000000ptUAA,19pbZ00000002kzQAA,0fCbZ00000000tPUAQ,S 58.4 ,S 58.4 ,S 58.4 
"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",0eubZ00000001JEQAY,0fMbZ00000000puUAA,19pbZ00000002kzQAA,0fCbZ00000000tQUAQ,S 59.1 ,S 59.1 ,S 59.1 
A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,0eubZ00000001JFQAY,0fMbZ00000000pvUAA,19pbZ00000002kzQAA,0fCbZ00000000tRUAQ,S 59.2 ,S 59.2 ,S 59.2 
A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,0eubZ00000001JGQAY,0fMbZ00000000pwUAA,19pbZ00000002kzQAA,0fCbZ00000000tSUAQ,S 59.3 ,S 59.3 ,S 59.3 
A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,0eubZ00000001JHQAY,0fMbZ00000000pxUAA,19pbZ00000002kzQAA,0fCbZ00000000tTUAQ,S 60.1.a ,S 60.1.a ,S 60.1.a 
A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,0eubZ00000001JIQAY,0fMbZ00000000pyUAA,19pbZ00000002kzQAA,0fCbZ00000000tUUAQ,S 60.1.b ,S 60.1.b ,S 60.1.b 
A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001JJQAY,0fMbZ00000000pzUAA,19pbZ00000002kzQAA,0fCbZ00000000tVUAQ,S 61.1.a ,S 61.1.a ,S 61.1.a 
A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,0fMbZ00000000q0UAA,19pbZ00000002kzQAA,0fCbZ00000000tWUAQ,S 61.1.b ,S 61.1.b ,S 61.1.b 
A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,0eubZ00000001JLQAY,0fMbZ00000000q1UAA,19pbZ00000002kzQAA,0fCbZ00000000tXUAQ,S 61.2.a ,S 61.2.a ,S 61.2.a 
"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",0eubZ00000001JMQAY,0fMbZ00000000q2UAA,19pbZ00000002kzQAA,0fCbZ00000000tYUAQ,S 61.2.b ,S 61.2.b ,S 61.2.b 
Subject to subsection .5receive a particular professional health service.,0eubZ00000001JNQAY,0fMbZ00000000q3UAA,19pbZ00000002kzQAA,0fCbZ00000000tZUAQ,S 61.3.a ,S 61.3.a ,S 61.3.a 
"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",0eubZ00000001JOQAY,0fMbZ00000000q4UAA,19pbZ00000002kzQAA,0fCbZ00000000taUAA,S 61.3.b ,S 61.3.b ,S 61.3.b 
"Subject to subsection .7take a particular medication, if prescribed by a health professional.",0eubZ00000001JPQAY,0fMbZ00000000q5UAA,19pbZ00000002kzQAA,0fCbZ00000000tbUAA,S 61.3.c ,S 61.3.c ,S 61.3.c 
Subject to subsection .8receive a medication from a particular pharmacy.,0eubZ00000001JQQAY,0fMbZ00000000q6UAA,19pbZ00000002kzQAA,0fCbZ00000000tcUAA,S 61.3.d ,S 61.3.d ,S 61.3.d 
"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",0eubZ00000001JRQAY,0fMbZ00000000q7UAA,19pbZ00000002kzQAA,0fCbZ00000000tdUAA,S 61.4 ,S 61.4 ,S 61.4 
"Nothing in this Division authorizes a registrant to perform an activity that the registrant is prohibited from performing under the Health Professions Act, the Pharmacy Operations and Drug Scheduling Act or any other enactment.",0eubZ00000001JSQAY,0fMbZ00000000q8UAA,19pbZ00000002kzQAA,0fCbZ00000000teUAA,S 61.5 ,S 61.5 ,S 61.5 
"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",0eubZ00000001JTQAY,0fMbZ00000000q9UAA,19pbZ00000002kzQAA,0fCbZ00000000tfUAA,S 62.1 ,S 62.1 ,S 62.1 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",0eubZ00000001JUQAY,0fMbZ00000000qAUAQ,19pbZ00000002kzQAA,0fCbZ00000000tgUAA,S 63.1.a ,S 63.1.a ,S 63.1.a 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",0eubZ00000001JVQAY,0fMbZ00000000qBUAQ,19pbZ00000002kzQAA,0fCbZ00000000thUAA,S 63.1.b ,S 63.1.b ,S 63.1.b 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",0eubZ00000001JWQAY,0fMbZ00000000qCUAQ,19pbZ00000002kzQAA,0fCbZ00000000tiUAA,S 63.1.c ,S 63.1.c ,S 63.1.c 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",0eubZ00000001JXQAY,0fMbZ00000000qDUAQ,19pbZ00000002kzQAA,0fCbZ00000000tjUAA,S 63.1.d ,S 63.1.d ,S 63.1.d 
A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,0fMbZ00000000qEUAQ,19pbZ00000002kzQAA,0fCbZ00000000tkUAA,S 64.1.a ,S 64.1.a ,S 64.1.a 
"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,0fMbZ00000000qFUAQ,19pbZ00000002kzQAA,0fCbZ00000000tlUAA,S 64.1.b ,S 64.1.b ,S 64.1.b 
A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,0fMbZ00000000qGUAQ,19pbZ00000002kzQAA,0fCbZ00000000tmUAA,S 64.2 ,S 64.2 ,S 64.2 
A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,0fMbZ00000000qHUAQ,19pbZ00000002kzQAA,0fCbZ00000000tnUAA,S 64.3 ,S 64.3 ,S 64.3 
A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,0eubZ00000001JcQAI,0fMbZ00000000qIUAQ,19pbZ00000002kzQAA,0fCbZ00000000toUAA,S 64.4.a ,S 64.4.a ,S 64.4.a 
A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,0eubZ00000001JdQAI,0fMbZ00000000qJUAQ,19pbZ00000002kzQAA,0fCbZ00000000tpUAA,S 64.4.b ,S 64.4.b ,S 64.4.b 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,0fMbZ00000000qKUAQ,19pbZ00000002kzQAA,0fCbZ00000000tqUAA,S 65.1.a.i ,S 65.1.a.i ,S 65.1.a.i 
"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",0eubZ00000001JfQAI,0fMbZ00000000qLUAQ,19pbZ00000002kzQAA,0fCbZ00000000trUAA,S 65.1.a.ii ,S 65.1.a.ii ,S 65.1.a.ii 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,0fMbZ00000000qMUAQ,19pbZ00000002kzQAA,0fCbZ00000000tsUAA,S 65.1.b ,S 65.1.b ,S 65.1.b 
"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",0eubZ00000001JhQAI,0fMbZ00000000qNUAQ,19pbZ00000002kzQAA,0fCbZ00000000ttUAA,S 65.1.c ,S 65.1.c ,S 65.1.c 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,0eubZ00000001JiQAI,0fMbZ00000000qOUAQ,19pbZ00000002kzQAA,0fCbZ00000000tuUAA,S 65.1.d.i ,S 65.1.d.i ,S 65.1.d.i 
Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,0eubZ00000001JjQAI,0fMbZ00000000qPUAQ,19pbZ00000002kzQAA,0fCbZ00000000tvUAA,S 65.1.d.ii ,S 65.1.d.ii ,S 65.1.d.ii 
Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,0eubZ00000001JkQAI,0fMbZ00000000qQUAQ,19pbZ00000002kzQAA,0fCbZ00000000twUAA,S 65.1.d.iii ,S 65.1.d.iii ,S 65.1.d.iii 
A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,0fMbZ00000000qRUAQ,19pbZ00000002kzQAA,0fCbZ00000000txUAA,S 66.1 ,S 66.1 ,S 66.1 
A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,0eubZ00000001JmQAI,0fMbZ00000000qSUAQ,19pbZ00000002kzQAA,0fCbZ00000000tyUAA,S 67.1.a ,S 67.1.a ,S 67.1.a 
"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,0fMbZ00000000qTUAQ,19pbZ00000002kzQAA,0fCbZ00000000tzUAA,S 67.1.b ,S 67.1.b ,S 67.1.b 
"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",0eubZ00000001JoQAI,0fMbZ00000000qUUAQ,19pbZ00000002kzQAA,0fCbZ00000000u0UAA,S 67.2.a ,S 67.2.a ,S 67.2.a 
A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,0eubZ00000001JpQAI,0fMbZ00000000qVUAQ,19pbZ00000002kzQAA,0fCbZ00000000u1UAA,S 67.2.b ,S 67.2.b ,S 67.2.b 
A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,0fMbZ00000000qWUAQ,19pbZ00000002kzQAA,0fCbZ00000000u2UAA,S 67.2.c.i ,S 67.2.c.i ,S 67.2.c.i 
"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,0fMbZ00000000qXUAQ,19pbZ00000002kzQAA,0fCbZ00000000u3UAA,S 67.2.c.ii ,S 67.2.c.ii ,S 67.2.c.ii 
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",0eubZ00000001JsQAI,0fMbZ00000000qYUAQ,19pbZ00000002kzQAA,0fCbZ00000000u4UAA,S 68.1.a ,S 68.1.a ,S 68.1.a 
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",0eubZ00000001JtQAI,0fMbZ00000000qZUAQ,19pbZ00000002kzQAA,0fCbZ00000000u5UAA,S 68.1.b ,S 68.1.b ,S 68.1.b 
A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,0fMbZ00000000qaUAA,19pbZ00000002kzQAA,0fCbZ00000000u6UAA,S 68.2 ,S 68.2 ,S 68.2 
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,0fMbZ00000000qbUAA,19pbZ00000002kzQAA,0fCbZ00000000u7UAA,S 69.1 ,S 69.1 ,S 69.1 
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,0fMbZ00000000qcUAA,19pbZ00000002kzQAA,0fCbZ00000000u8UAA,S 69.2.a.i ,S 69.2.a.i ,S 69.2.a.i 
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,0fMbZ00000000qdUAA,19pbZ00000002kzQAA,0fCbZ00000000u9UAA,S 69.2.a.ii ,S 69.2.a.ii ,S 69.2.a.ii 
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,0fMbZ00000000qeUAA,19pbZ00000002kzQAA,0fCbZ00000000uAUAQ,S 69.2.b ,S 69.2.b ,S 69.2.b 
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,0fMbZ00000000qfUAA,19pbZ00000002kzQAA,0fCbZ00000000uBUAQ,S 69.2.c ,S 69.2.c ,S 69.2.c 
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,0fMbZ00000000qgUAA,19pbZ00000002kzQAA,0fCbZ00000000uCUAQ,S 69.3 ,S 69.3 ,S 69.3 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,0fMbZ00000000qhUAA,19pbZ00000002kzQAA,0fCbZ00000000uDUAQ,S 70.1.a ,S 70.1.a ,S 70.1.a 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,0fMbZ00000000qiUAA,19pbZ00000002kzQAA,0fCbZ00000000uEUAQ,S 70.1.b ,S 70.1.b ,S 70.1.b 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,0fMbZ00000000qjUAA,19pbZ00000002kzQAA,0fCbZ00000000uFUAQ,S 70.1.c ,S 70.1.c ,S 70.1.c 
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,0fMbZ00000000qkUAA,19pbZ00000002kzQAA,0fCbZ00000000uGUAQ,S 70.2.a ,S 70.2.a ,S 70.2.a 
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,0fMbZ00000000qlUAA,19pbZ00000002kzQAA,0fCbZ00000000uHUAQ,S 70.2.b ,S 70.2.b ,S 70.2.b 
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,0fMbZ00000000qmUAA,19pbZ00000002kzQAA,0fCbZ00000000uIUAQ,S 70.3 ,S 70.3 ,S 70.3 
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,0fMbZ00000000qnUAA,19pbZ00000002kzQAA,0fCbZ00000000uJUAQ,S 71.1 ,S 71.1 ,S 71.1 
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,0fMbZ00000000qoUAA,19pbZ00000002kzQAA,0fCbZ00000000uKUAQ,S 71.2 ,S 71.2 ,S 71.2 
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,0fMbZ00000000qpUAA,19pbZ00000002kzQAA,0fCbZ00000000uLUAQ,S 71.3 ,S 71.3 ,S 71.3 
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,0fMbZ00000000qqUAA,19pbZ00000002kzQAA,0fCbZ00000000uMUAQ,S 72.1.a ,S 72.1.a ,S 72.1.a 
