Description,EffectiveFrom,Id,Name,RegulatoryAuthority.Name,RegulatoryAuthorityId,Subject,ExternalId__c
"A registrant must ensure that a transition plan describes all of the following:when and by whom the resident will be moved out of the assisted living residence, and, if known, where the resident will be moved to.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sOUAQ,S 45.2.a - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.2.a - End of Residency - Planned end of residency,S 45.2.a 
"Registrant must ensure transition plan describes how any risks to the H&S of the resident will be minimized before, during & after the move, including any changes to the AL services that will be provided to the resident while awaiting the move.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sPUAQ,S 45.2.b.i - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.2.b.i - End of Residency - Planned end of residency,S 45.2.b.i 
"Registrant must ensure transition plan describes risks to H&S of resident will be minimized before, during & after the move, & of an AL res of SU class, info or referrals re access to housing supports, pro hlth services & social services after the move.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sQUAQ,S 45.2.b.ii - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.2.b.ii - End of Residency - Planned end of residency,S 45.2.b.ii 
A registrant must ensure that a transition plan is developed with the participation ofthe resident.,2023-11-06T16:00:00.000+0000,0fCbZ00000000sRUAQ,S 45.3.a - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.3.a - End of Residency - Planned end of residency,S 45.3.a 
"A registrant must ensure that a transition plan is developed with the participation ofif the resident is the beneficiary of a funding program and to the extent it is reasonably practical to do so, a representative of the funding program.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sSUAQ,S 45.3.b - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.3.b - End of Residency - Planned end of residency,S 45.3.b 
"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's contact person.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sTUAQ,S 45.3.c.i - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.3.c.i - End of Residency - Planned end of residency,S 45.3.c.i 
"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's personal representative, if any.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sUUAQ,S 45.3.c.ii - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.3.c.ii - End of Residency - Planned end of residency,S 45.3.c.ii 
"Registrant must ensure that a transition plan is developed with the participation of one or more, if & as requested by the resident & to the extent reasonably practical to do so: the resident's med prac, nurse prac, or other appropriate hlth professional.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sVUAQ,S 45.3.c.iii - End of Residency - Planned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 45.3.c.iii - End of Residency - Planned end of residency,S 45.3.c.iii 
"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave under terms of resident's res agreement, a registrant must notify person's contact & if the person is the beneficiary of a funding program, a rep of the funding program.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sWUAQ,S 46.1.a - End of Residency - Unplanned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 46.1.a - End of Residency - Unplanned end of residency,S 46.1.a 
"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave (terms of resident's res agreement) a registrant must unless not practicable provide the person info re access to housing supports, pro hlth services & social services.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sXUAQ,S 46.1.b.i - End of Residency - Unplanned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 46.1.b.i - End of Residency - Unplanned end of residency,S 46.1.b.i 
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",2023-11-06T16:00:00.000+0000,0fCbZ00000000sYUAQ,S 46.1.b.ii - End of Residency - Unplanned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 46.1.b.ii - End of Residency - Unplanned end of residency,S 46.1.b.ii 
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must as practicable make a record of the event and of the actions taken under paragraphs .a.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sZUAQ,S 46.1.c - End of Residency - Unplanned end of residency,Ministry of Health,19pbZ00000002kzQAA,S 46.1.c - End of Residency - Unplanned end of residency,S 46.1.c 
A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,2023-11-06T16:00:00.000+0000,0fCbZ00000000saUAA,S 47.1.a -  Resident Health and Safety - General health and hygiene,Ministry of Health,19pbZ00000002kzQAA,S 47.1.a -  Resident Health and Safety - General health and hygiene,S 47.1.a 
A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,2023-11-06T16:00:00.000+0000,0fCbZ00000000sbUAA,S 47.1.b -  Resident Health and Safety - General health and hygiene,Ministry of Health,19pbZ00000002kzQAA,S 47.1.b -  Resident Health and Safety - General health and hygiene,S 47.1.b 
"activated e-cig""TVPCA""canna""CCLA""e-cig""TVPCA ""med canna CCLA""ReAct""(a)activity that is a rcon;(b)gr/storage of canna;""rcon""(a)to smk/use tobac/hold lighted tobac;(b)use e-cig/hold activated e-cig;(c)smk/vape canna;""smk/vape canna s.60CCLA""tobac""TVPCA",2023-11-06T16:00:00.000+0000,0fCbZ00000000scUAA,"S 48.1 -  Resident Health and Safety - Tobacco, vapour products and cannabis",Ministry of Health,19pbZ00000002kzQAA,"S 48.1 -  Resident Health and Safety - Tobacco, vapour products and cannabis",S 48.1 
A registrant must ensure thatno one other than a resident engages in a restricted activity while on the premises of the assisted living residence.,2023-11-06T16:00:00.000+0000,0fCbZ00000000sdUAA,S 48.2.a -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.2.a -  Resident Health and Safety -,S 48.2.a 
A registrant must ensure thatemployees do not engage in restricted consumption while providing services to residents.,2023-11-06T16:00:00.000+0000,0fCbZ00000000seUAA,S 48.2.b -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.2.b -  Resident Health and Safety -,S 48.2.b 
"A registrant must ensure thatif necessary for the safety of the resident, a resident who engages in restricted consumption is supervised.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sfUAA,S 48.2.c -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.2.c -  Resident Health and Safety -,S 48.2.c 
"A registrant must make a policy respecting all of the following:the engagement by residents in restricted activities, other than the consumption of medical cannabis, on the premises.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sgUAA,S 48.3.a -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.3.a -  Resident Health and Safety -,S 48.3.a 
"A registrant must make a policy respecting all of the following:the possession and disposal by anyone of tobacco, e-cigarettes and cannabis, other than medical cannabis, on the premises.",2023-11-06T16:00:00.000+0000,0fCbZ00000000shUAA,S 48.3.b -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.3.b -  Resident Health and Safety -,S 48.3.b 
A registrant must ensure that the policy required under subsection .4includes any restrictions on those activities on the premises.,2023-11-06T16:00:00.000+0000,0fCbZ00000000siUAA,S 48.4.a -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.4.a -  Resident Health and Safety -,S 48.4.a 
"A registrant must ensure that the policy required under subsection .5is consistent with the prohibitions and restrictions under the Cannabis Control and Licensing Act or the Tobacco and Vapour Products Control Act, as applicable.",2023-11-06T16:00:00.000+0000,0fCbZ00000000sjUAA,S 48.4.b -  Resident Health and Safety -,Ministry of Health,19pbZ00000002kzQAA,S 48.4.b -  Resident Health and Safety -,S 48.4.b 
"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent.",2023-11-06T16:00:00.000+0000,0fCbZ00000000skUAA,S 49.1 -  Resident Health and Safety - Food safety,Ministry of Health,19pbZ00000002kzQAA,S 49.1 -  Resident Health and Safety - Food safety,S 49.1 
"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",2023-11-06T16:00:00.000+0000,0fCbZ00000000slUAA,S 49.2 -  Resident Health and Safety - Food safety,Ministry of Health,19pbZ00000002kzQAA,S 49.2 -  Resident Health and Safety - Food safety,S 49.2 
"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",2023-11-06T16:00:00.000+0000,0fCbZ00000000smUAA,S 49.3 -  Resident Health and Safety - Food safety,Ministry of Health,19pbZ00000002kzQAA,S 49.3 -  Resident Health and Safety - Food safety,S 49.3 
Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,2023-11-06T16:00:00.000+0000,0fCbZ00000000snUAA,S 49.4 -  Resident Health and Safety - Food safety,Ministry of Health,19pbZ00000002kzQAA,S 49.4 -  Resident Health and Safety - Food safety,S 49.4 
"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E.",2023-11-06T16:00:00.000+0000,0fCbZ00000000soUAA,S 50.1 -  Resident Health and Safety - Duties respecting abuse and neglect,Ministry of Health,19pbZ00000002kzQAA,S 50.1 -  Resident Health and Safety - Duties respecting abuse and neglect,S 50.1 
This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.,2023-11-06T16:00:00.000+0000,0fCbZ00000000spUAA,S 51.1.a -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.1.a -  Resident Health and Safety - Reportable incidents,S 51.1.a 
This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.,2023-11-06T16:00:00.000+0000,0fCbZ00000000sqUAA,S 51.1.b -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.1.b -  Resident Health and Safety - Reportable incidents,S 51.1.b 
A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.,2023-11-06T15:00:00.000+0000,0fCbZ00000000srUAA,S 51.2.a -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.2.a -  Resident Health and Safety - Reportable incidents,S 51.2.a 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",2023-11-06T15:00:00.000+0000,0fCbZ00000000ssUAA,S 51.2.b.i -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.2.b.i -  Resident Health and Safety - Reportable incidents,S 51.2.b.i 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests.",2023-11-06T15:00:00.000+0000,0fCbZ00000000stUAA,S 51.2.b.ii -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.2.b.ii -  Resident Health and Safety - Reportable incidents,S 51.2.b.ii 
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program.",2023-11-06T15:00:00.000+0000,0fCbZ00000000suUAA,S 51.2.b.iii -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.2.b.iii -  Resident Health and Safety - Reportable incidents,S 51.2.b.iii 
A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,2023-11-06T15:00:00.000+0000,0fCbZ00000000svUAA,S 51.2.c -  Resident Health and Safety - Reportable incidents,Ministry of Health,19pbZ00000002kzQAA,S 51.2.c -  Resident Health and Safety - Reportable incidents,S 51.2.c 
 A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.,2023-11-06T15:00:00.000+0000,0fCbZ00000000swUAA,S 52.1 -  Resident Health and Safety - Missing residents,Ministry of Health,19pbZ00000002kzQAA,S 52.1 -  Resident Health and Safety - Missing residents,S 52.1 
"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection.",2023-11-06T15:00:00.000+0000,0fCbZ00000000sxUAA,S 53.1.a -  Resident Health and Safety - Health and safety plan,Ministry of Health,19pbZ00000002kzQAA,S 53.1.a -  Resident Health and Safety - Health and safety plan,S 53.1.a 
"If the registrar reasonably believes that the H&S of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentson receiving a report respecting a reportable incident or a complaint.",2023-11-06T15:00:00.000+0000,0fCbZ00000000syUAA,S 53.1.b -  Resident Health and Safety - Health and safety plan,Ministry of Health,19pbZ00000002kzQAA,S 53.1.b -  Resident Health and Safety - Health and safety plan,S 53.1.b 
A registrant subject to a requirement made under subsection .1,2023-11-06T15:00:00.000+0000,0fCbZ00000000szUAA,S 53.2 -  Resident Health and Safety - Health and safety plan,Ministry of Health,19pbZ00000002kzQAA,S 53.2 -  Resident Health and Safety - Health and safety plan,S 53.2 
A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,2023-11-06T15:00:00.000+0000,0fCbZ00000000t0UAA,S 54.1.a - Providing Hospitality Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 54.1.a - Providing Hospitality Services - Service provision generally,S 54.1.a 
A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,2023-11-06T15:00:00.000+0000,0fCbZ00000000t1UAA,S 54.1.b - Providing Hospitality Services -,Ministry of Health,19pbZ00000002kzQAA,S 54.1.b - Providing Hospitality Services -,S 54.1.b 
"In this section, ""Canada's Food Guide"" means the current edition of the publication produced by or on behalf of the Government of Canada that promotes nutritional health by guiding food selection.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t2UAA,S 55.1 - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.1 - Providing Hospitality Services - Menu plan,S 55.1 
"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t3UAA,S 55.2.a - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.2.a - Providing Hospitality Services - Menu plan,S 55.2.a 
A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,2023-11-06T15:00:00.000+0000,0fCbZ00000000t4UAA,S 55.2.b - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.2.b - Providing Hospitality Services - Menu plan,S 55.2.b 
"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t5UAA,S 55.2.c - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.2.c - Providing Hospitality Services - Menu plan,S 55.2.c 
A registrant must consult with a dietitianto make an initial menu plan.,2023-11-06T15:00:00.000+0000,0fCbZ00000000t6UAA,S 55.3.a - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.3.a - Providing Hospitality Services - Menu plan,S 55.3.a 
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t7UAA,S 55.3.b.i - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.3.b.i - Providing Hospitality Services - Menu plan,S 55.3.b.i 
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t8UAA,S 55.3.b.ii - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.3.b.ii - Providing Hospitality Services - Menu plan,S 55.3.b.ii 
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",2023-11-06T15:00:00.000+0000,0fCbZ00000000t9UAA,S 55.4.a - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.4.a - Providing Hospitality Services - Menu plan,S 55.4.a 
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tAUAQ,S 55.4.b - Providing Hospitality Services - Menu plan,Ministry of Health,19pbZ00000002kzQAA,S 55.4.b - Providing Hospitality Services - Menu plan,S 55.4.b 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",2023-11-06T15:00:00.000+0000,0fCbZ00000000tBUAQ,S 56.1.a - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.1.a - Providing Hospitality Services - Providing meals,S 56.1.a 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tCUAQ,S 56.1.b - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.1.b - Providing Hospitality Services - Providing meals,S 56.1.b 
"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tDUAQ,S 56.1.c - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.1.c - Providing Hospitality Services - Providing meals,S 56.1.c 
"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tEUAQ,S 56.2 - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.2 - Providing Hospitality Services - Providing meals,S 56.2 
A registrant must post or otherwise provide to residents the daily menu and meal times.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tFUAQ,S 56.3 - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.3 - Providing Hospitality Services - Providing meals,S 56.3 
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tGUAQ,S 56.4.a - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.4.a - Providing Hospitality Services - Providing meals,S 56.4.a 
"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tHUAQ,S 56.4.b - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.4.b - Providing Hospitality Services - Providing meals,S 56.4.b 
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tIUAQ,S 56.4.c - Providing Hospitality Services - Providing meals,Ministry of Health,19pbZ00000002kzQAA,S 56.4.c - Providing Hospitality Services - Providing meals,S 56.4.c 
"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tJUAQ,S 57.1.a - Providing Hospitality Services - Housekeeping services,Ministry of Health,19pbZ00000002kzQAA,S 57.1.a - Providing Hospitality Services - Housekeeping services,S 57.1.a 
A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tKUAQ,S 57.1.b - Providing Hospitality Services -,Ministry of Health,19pbZ00000002kzQAA,S 57.1.b - Providing Hospitality Services -,S 57.1.b 
"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tLUAQ,S 58.1 - Providing Hospitality Services - Laundry services,Ministry of Health,19pbZ00000002kzQAA,S 58.1 - Providing Hospitality Services - Laundry services,S 58.1 
A registrant must provide linens to residents who require them.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tMUAQ,S 58.2 - Providing Hospitality Services - Laundry services,Ministry of Health,19pbZ00000002kzQAA,S 58.2 - Providing Hospitality Services - Laundry services,S 58.2 
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tNUAQ,S 58.3.a - Providing Hospitality Services - Laundry services,Ministry of Health,19pbZ00000002kzQAA,S 58.3.a - Providing Hospitality Services - Laundry services,S 58.3.a 
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tOUAQ,S 58.3.b - Providing Hospitality Services - Laundry services,Ministry of Health,19pbZ00000002kzQAA,S 58.3.b - Providing Hospitality Services - Laundry services,S 58.3.b 
A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tPUAQ,S 58.4 - Providing Hospitality Services - Laundry services,Ministry of Health,19pbZ00000002kzQAA,S 58.4 - Providing Hospitality Services - Laundry services,S 58.4 
"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tQUAQ,S 59.1 - Providing Hospitality Services - Social and recreational opportunities,Ministry of Health,19pbZ00000002kzQAA,S 59.1 - Providing Hospitality Services - Social and recreational opportunities,S 59.1 
A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tRUAQ,S 59.2 - Providing Hospitality Services - Social and recreational opportunities,Ministry of Health,19pbZ00000002kzQAA,S 59.2 - Providing Hospitality Services - Social and recreational opportunities,S 59.2 
A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tSUAQ,S 59.3 - Providing Hospitality Services - Social and recreational opportunities,Ministry of Health,19pbZ00000002kzQAA,S 59.3 - Providing Hospitality Services - Social and recreational opportunities,S 59.3 
A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tTUAQ,S 60.1.a - Providing Hospitality Services - Personal emergency response system,Ministry of Health,19pbZ00000002kzQAA,S 60.1.a - Providing Hospitality Services - Personal emergency response system,S 60.1.a 
A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tUUAQ,S 60.1.b - Providing Hospitality Services - Personal emergency response system,Ministry of Health,19pbZ00000002kzQAA,S 60.1.b - Providing Hospitality Services - Personal emergency response system,S 60.1.b 
A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tVUAQ,S 61.1.a - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.1.a - Providing Assisted Living Services - Service provision generally,S 61.1.a 
A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tWUAQ,S 61.1.b - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.1.b - Providing Assisted Living Services - Service provision generally,S 61.1.b 
A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tXUAQ,S 61.2.a - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.2.a - Providing Assisted Living Services - Service provision generally,S 61.2.a 
"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tYUAQ,S 61.2.b - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.2.b - Providing Assisted Living Services - Service provision generally,S 61.2.b 
Subject to subsection .5receive a particular professional health service.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tZUAQ,S 61.3.a - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.3.a - Providing Assisted Living Services - Service provision generally,S 61.3.a 
"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",2023-11-06T15:00:00.000+0000,0fCbZ00000000taUAA,S 61.3.b - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.3.b - Providing Assisted Living Services - Service provision generally,S 61.3.b 
"Subject to subsection .7take a particular medication, if prescribed by a health professional.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tbUAA,S 61.3.c - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.3.c - Providing Assisted Living Services - Service provision generally,S 61.3.c 
Subject to subsection .8receive a medication from a particular pharmacy.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tcUAA,S 61.3.d - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.3.d - Providing Assisted Living Services - Service provision generally,S 61.3.d 
"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",2023-11-06T15:00:00.000+0000,0fCbZ00000000tdUAA,S 61.4 - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.4 - Providing Assisted Living Services - Service provision generally,S 61.4 
"Nothing in this Division authorizes a registrant to perform an activity that the registrant is prohibited from performing under the Health Professions Act, the Pharmacy Operations and Drug Scheduling Act or any other enactment.",2023-11-06T15:00:00.000+0000,0fCbZ00000000teUAA,S 61.5 - Providing Assisted Living Services - Service provision generally,Ministry of Health,19pbZ00000002kzQAA,S 61.5 - Providing Assisted Living Services - Service provision generally,S 61.5 
"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tfUAA,S 62.1 - Providing Assisted Living Services - Activities of daily living,Ministry of Health,19pbZ00000002kzQAA,S 62.1 - Providing Assisted Living Services - Activities of daily living,S 62.1 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tgUAA,S 63.1.a - Providing Assisted Living Services - Managing medication defined,Ministry of Health,19pbZ00000002kzQAA,S 63.1.a - Providing Assisted Living Services - Managing medication defined,S 63.1.a 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",2023-11-06T15:00:00.000+0000,0fCbZ00000000thUAA,S 63.1.b - Providing Assisted Living Services - Managing medication defined,Ministry of Health,19pbZ00000002kzQAA,S 63.1.b - Providing Assisted Living Services - Managing medication defined,S 63.1.b 
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tiUAA,S 63.1.c - Providing Assisted Living Services - Managing medication defined,Ministry of Health,19pbZ00000002kzQAA,S 63.1.c - Providing Assisted Living Services - Managing medication defined,S 63.1.c 
