Category__c,DataType,Description,Errors,ExternalId__c,Id,Name
Health and Safety,String,"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent.",,S 49.1 ,0euAq0000000UlyIAE,"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent."
Health and Safety,String,"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",,S 49.2 ,0euAq0000000UlzIAE,"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely."
Health and Safety,String,"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",,S 49.3 ,0euAq0000000Um0IAE,"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled."
Residents' Rights,String,Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,,S 49.4 ,0euAq0000000Um1IAE,Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.
Health and Safety,String,"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E.",,S 50.1 ,0euAq0000000Um2IAE,"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E."
Health and Safety,String,This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.,,S 51.1.a ,0euAq0000000Um3IAE,This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.
Health and Safety,String,This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.,,S 51.1.b ,0euAq0000000Um4IAE,This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.
Health and Safety,String,A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.,,S 51.2.a ,0euAq0000000Um5IAE,A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.
Health and Safety,String,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",,S 51.2.b.i ,0euAq0000000Um6IAE,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar."
Health and Safety,String,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests.",,S 51.2.b.ii ,0euAq0000000Um7IAE,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests."
Health and Safety,String,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program.",,S 51.2.b.iii ,0euAq0000000Um8IAE,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program."
Administrative and Other Matters,String,A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,,S 51.2.c ,0euAq0000000Um9IAE,A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.
Health and Safety,String, A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.,,S 52.1 ,0euAq0000000UmAIAU, A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.
Health and Safety,String,"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection.",,S 53.1.a ,0euAq0000000UmBIAU,"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection."
Health and Safety,String,"If the registrar reasonably believes that the H&S of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentson receiving a report respecting a reportable incident or a complaint.",,S 53.1.b ,0euAq0000000UmCIAU,"If the registrar reasonably believes that the H&S of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentson receiving a report respecting a reportable incident or a complaint."
Health and Safety,String,A registrant subject to a requirement made under subsection .1,,S 53.2 ,0euAq0000000UmDIAU,A registrant subject to a requirement made under subsection .1
Hospitality Service,String,A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,,S 54.1.a ,0euAq0000000UmEIAU,A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.
Hospitality Service,String,A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,,S 54.1.b ,0euAq0000000UmFIAU,A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.
Hospitality Service,String,"In this section, ""Canada's Food Guide"" means the current edition of the publication produced by or on behalf of the Government of Canada that promotes nutritional health by guiding food selection.",,S 55.1 ,0euAq0000000UmGIAU,"In this section, ""Canada's Food Guide"" means the current edition of the publication produced by or on behalf of the Government of Canada that promotes nutritional health by guiding food selection."
Hospitality Service,String,"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",,S 55.2.a ,0euAq0000000UmHIAU,"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle."
Hospitality Service,String,A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,,S 55.2.b ,0euAq0000000UmIIAU,A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.
Hospitality Service,String,"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",,S 55.2.c ,0euAq0000000UmJIAU,"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents."
Hospitality Service,String,A registrant must consult with a dietitianto make an initial menu plan.,,S 55.3.a ,0euAq0000000UmKIAU,A registrant must consult with a dietitianto make an initial menu plan.
Hospitality Service,String,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly.",,S 55.3.b.i ,0euAq0000000UmLIAU,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly."
Hospitality Service,String,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed.",,S 55.3.b.ii ,0euAq0000000UmMIAU,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed."
Hospitality Service,String,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",,S 55.4.a ,0euAq0000000UmNIAU,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide."
Hospitality Service,String,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",,S 55.4.b ,0euAq0000000UmOIAU,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution."
Hospitality Service,String,"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",,S 56.1.a ,0euAq0000000UmPIAU,"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,"
Hospitality Service,String,"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",,S 56.1.b ,0euAq0000000UmQIAU,"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities."
Hospitality Service,String,"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",,S 56.1.c ,0euAq0000000UmRIAU,"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration."
Hospitality Service,String,"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",,S 56.2 ,0euAq0000000UmSIAU,"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks."
Hospitality Service,String,A registrant must post or otherwise provide to residents the daily menu and meal times.,,S 56.3 ,0euAq0000000UmTIAU,A registrant must post or otherwise provide to residents the daily menu and meal times.
Hospitality Service,String,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",,S 56.4.a ,0euAq0000000UmUIAU,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room."
Hospitality Service,String,"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",,S 56.4.b ,0euAq0000000UmVIAU,"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units."
Hospitality Service,String,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",,S 56.4.c ,0euAq0000000UmWIAU,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities."
Hospitality Service,String,"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",,S 57.1.a ,0euAq0000000UmXIAU,"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment."
Hospitality Service,String,A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,,S 57.1.b ,0euAq0000000UmYIAU,A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.
Hospitality Service,String,"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",,S 58.1 ,0euAq0000000UmZIAU,"In this section, ""linens"" means bed sheets, blankets, towels and face cloths."
Hospitality Service,String,A registrant must provide linens to residents who require them.,,S 58.2 ,0euAq0000000UmaIAE,A registrant must provide linens to residents who require them.
Hospitality Service,String,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",,S 58.3.a ,0euAq0000000UmbIAE,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly."
Hospitality Service,String,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",,S 58.3.b ,0euAq0000000UmcIAE,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs."
Hospitality Service,String,A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,,S 58.4 ,0euAq0000000UmdIAE,A registrant must provide to residents either personal laundry service or laundry equipment for resident use.
Hospitality Service,String,"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",,S 59.1 ,0euAq0000000UmeIAE,"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences."
Hospitality Service,String,A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,,S 59.2 ,0euAq0000000UmfIAE,A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.
Hospitality Service,String,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,,S 59.3 ,0euAq0000000UmgIAE,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.
Emergency Preparedness,String,A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,,S 60.1.a ,0euAq0000000UmhIAE,A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.
Emergency Preparedness,String,A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,,S 60.1.b ,0euAq0000000UmiIAE,A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.
Health and Safety,String,A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,,S 61.1.a ,0euAq0000000UmjIAE,A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.
Health and Safety,String,A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,,S 61.1.b ,0euAq0000000UmkIAE,A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.
Planning and Support Agreements,String,A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,,S 61.2.a ,0euAq0000000UmlIAE,A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.
Planning and Support Agreements,String,"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",,S 61.2.b ,0euAq0000000UmmIAE,"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service."
Residents' Rights,String,Subject to subsection .5receive a particular professional health service.,,S 61.3.a ,0euAq0000000UmnIAE,Subject to subsection .5receive a particular professional health service.
Residents' Rights,String,"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",,S 61.3.b ,0euAq0000000UmoIAE,"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant."
Residents' Rights,String,"Subject to subsection .7take a particular medication, if prescribed by a health professional.",,S 61.3.c ,0euAq0000000UmpIAE,"Subject to subsection .7take a particular medication, if prescribed by a health professional."
Residents' Rights,String,Subject to subsection .8receive a medication from a particular pharmacy.,,S 61.3.d ,0euAq0000000UmqIAE,Subject to subsection .8receive a medication from a particular pharmacy.
Assisted Living Services,String,"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",,S 61.4 ,0euAq0000000UmrIAE,"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions]."
Assisted Living Services,String,"Nothing in this Division authorizes a registrant to perform an activity that the registrant is prohibited from performing under the Health Professions Act, the Pharmacy Operations and Drug Scheduling Act or any other enactment.",,S 61.5 ,0euAq0000000UmsIAE,"Nothing in this Division authorizes a registrant to perform an activity that the registrant is prohibited from performing under the Health Professions Act, the Pharmacy Operations and Drug Scheduling Act or any other enactment."
Health and Safety,String,"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",,S 62.1 ,0euAq0000000UmtIAE,"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences."
Assisted Living Services,String,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",,S 63.1.a ,0euAq0000000UmuIAE,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy."
Assisted Living Services,String,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",,S 63.1.b ,0euAq0000000UmvIAE,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents."
Assisted Living Services,String,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",,S 63.1.c ,0euAq0000000UmwIAE,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept."
Assisted Living Services,String,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",,S 63.1.d ,0euAq0000000UmxIAE,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents."
Administrative and Other Matters,String,A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,,S 64.1.a ,0euAq0000000UmyIAE,A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.
Administrative and Other Matters,String,"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",,S 64.1.b ,0euAq0000000UmzIAE,"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication."
Administrative and Other Matters,String,A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,,S 64.2 ,0euAq0000000Un0IAE,A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.
Residents' Rights,String,A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,,S 64.3 ,0euAq0000000Un1IAE,A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.
Administrative and Other Matters,String,A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,,S 64.4.a ,0euAq0000000Un2IAE,A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1
Administrative and Other Matters,String,A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,,S 64.4.b ,0euAq0000000Un3IAE,A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.
Health and Safety,String,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,,S 65.1.a.i ,0euAq0000000Un4IAE,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.
Health and Safety,String,"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",,S 65.1.a.ii ,0euAq0000000Un5IAE,"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy."
Administrative and Other Matters,String,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,,S 65.1.b ,0euAq0000000Un6IAE,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.
Health and Safety,String,"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",,S 65.1.c ,0euAq0000000Un7IAE,"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered."
Health and Safety,String,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,,S 65.1.d.i ,0euAq0000000Un8IAE,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.
Health and Safety,String,Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,,S 65.1.d.ii ,0euAq0000000Un9IAE,Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.
Health and Safety,String,Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,,S 65.1.d.iii ,0euAq0000000UnAIAU,Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.
Administrative and Other Matters,String,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,,S 66.1 ,0euAq0000000UnBIAU,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.
Employees/Staff,String,A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,,S 67.1.a ,0euAq0000000UnCIAU,A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.
Employees/Staff,String,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",,S 67.1.b ,0euAq0000000UnDIAU,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer."
Administrative and Other Matters,String,"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",,S 67.2.a ,0euAq0000000UnEIAU,"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro"
Administrative and Other Matters,String,A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,,S 67.2.b ,0euAq0000000UnFIAU,A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.
Administrative and Other Matters,String,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,,S 67.2.c.i ,0euAq0000000UnGIAU,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.
Administrative and Other Matters,String,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",,S 67.2.c.ii ,0euAq0000000UnHIAU,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply."
Assisted Living Services,String,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",,S 68.1.a ,0euAq0000000UnIIAU,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses."
Assisted Living Services,String,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",,S 68.1.b ,0euAq0000000UnJIAU,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident."
Assisted Living Services,String,A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,,S 68.2 ,0euAq0000000UnKIAU,A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.
Administrative and Other Matters,String,"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",,S 69.1 ,0euAq0000000UnLIAU,"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300."
Administrative and Other Matters,String,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,,S 69.2.a.i ,0euAq0000000UnMIAU,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.
Administrative and Other Matters,String,"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",,S 69.2.a.ii ,0euAq0000000UnNIAU,"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended."
Administrative and Other Matters,String,"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",,S 69.2.b ,0euAq0000000UnOIAU,"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a."
Administrative and Other Matters,String,"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",,S 69.2.c ,0euAq0000000UnPIAU,"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a."
Administrative and Other Matters,String,A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,,S 69.3 ,0euAq0000000UnQIAU,A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.
Assisted Living Services,String,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",,S 70.1.a ,0euAq0000000UnRIAU,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan."
Assisted Living Services,String,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",,S 70.1.b ,0euAq0000000UnSIAU,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition."
Assisted Living Services,String,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",,S 70.1.c ,0euAq0000000UnTIAU,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients."
Health and Safety,String,"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",,S 70.2.a ,0euAq0000000UnUIAU,"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified."
Health and Safety,String,"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",,S 70.2.b ,0euAq0000000UnVIAU,"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan."
Health and Safety,String,A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,,S 70.3 ,0euAq0000000UnWIAU,A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.
