AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S 55.4.a ,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",0eubZ00000001IxQAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,IR5SKVFJWTKVWJXYJC
S 55.4.b ,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,TUNFFNPRADZEPNOGKD
S 56.1.a ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",0eubZ00000001IzQAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,FYEAWWXXD4E9D99MYN
S 56.1.b ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",0eubZ00000001J0QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,30SSHONYEV8RDDLQ0W
S 56.1.c ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,QYEWKJSMHSBWZVVEX2
S 56.3 ,A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,QL10A0E6WXPDSFBTTA
S 56.4.a ,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",0eubZ00000001J4QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,YA3G9ONT3RGGRDBISW
S 56.4.b ,"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",0eubZ00000001J5QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,W2C32TLRZVGW61V5RF
S 56.4.c ,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",0eubZ00000001J6QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,FYIBOBFLZYSINCYW5B
S 57.1.a ,"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,N3MEZ15KRCIVSO2UBI
S 57.1.b ,A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,0eubZ00000001J8QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,H28UV5JLB4NG6XYCLV
S 58.1 ,"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",0eubZ00000001J9QAI,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,RVPOHZHEOJ5ZIO0WLU
S 58.2 ,A registrant must provide linens to residents who require them.,0eubZ00000001JAQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,CLZDEDZ35MC1VNPBKC
S 58.3.a ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",0eubZ00000001JBQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,AV44BHXI0QKZCQBAUI
S 58.3.b ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",0eubZ00000001JCQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,FUJEWP2XHNPIYAAXKQ
S 58.4 ,A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,0eubZ00000001JDQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,WQEB9RXVILDM5CCPRB
S 59.1 ,"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",0eubZ00000001JEQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,ALZ2SSAEGI0LDYBN5S
S 59.2 ,A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,0eubZ00000001JFQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,U1JNH62OS0FID4MILD
S 59.3 ,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,0eubZ00000001JGQAY,Hospitality Service SN Compliance,0Z4bZ00000000BrSAI,,Hospitality Service SN Compliance,5TJFBZ1ZU8VVTHGZEI
S 60.1.a ,A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,0eubZ00000001JHQAY,Emergency Preparedness SN Compliance,0Z4bZ00000000BmSAI,,Emergency Preparedness SN Compliance,HU8FLG7PWXDA6MXYZC
S 60.1.b ,A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,0eubZ00000001JIQAY,Emergency Preparedness SN Compliance,0Z4bZ00000000BmSAI,,Emergency Preparedness SN Compliance,FYXYPU5H8FQOEVRSRO
S 61.1.a ,A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001JJQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,9PFEHYYVHBO7Y0LOQE
S 61.1.b ,A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,UCGMALDRIUSXYEEDK1
S 61.2.a ,A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,0eubZ00000001JLQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,ZJHMGPFVPGCLQRWPPP
S 61.2.b ,"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",0eubZ00000001JMQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,NUTGBONEXDXFSJWWVE
S 61.3.a ,Subject to subsection .5receive a particular professional health service.,0eubZ00000001JNQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,UI0QU4NGQORC0CESGM
S 61.3.b ,"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",0eubZ00000001JOQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,CWCMVATDCAFPJOKIS0
S 61.3.c ,"Subject to subsection .7take a particular medication, if prescribed by a health professional.",0eubZ00000001JPQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,0IUI1FTAHOWJXKJSXK
S 61.3.d ,Subject to subsection .8receive a medication from a particular pharmacy.,0eubZ00000001JQQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,7EWLNUGJRLGTLXOX0I
S 61.4 ,"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",0eubZ00000001JRQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,YDUACGZ4FCHKNKFARL
S 62.1 ,"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",0eubZ00000001JTQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,F3OQFXX8C9ONMPP7CE
S 63.1.a ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",0eubZ00000001JUQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,J5SGQBQCDZD540OF0C
S 63.1.b ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",0eubZ00000001JVQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,H9VIEUMU1QYELUVEXG
S 63.1.c ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",0eubZ00000001JWQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,WOKP1USAL2JRAFGOIG
S 63.1.d ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",0eubZ00000001JXQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,LEYPMZT0ELPAMHITTT
S 64.1.a ,A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,VF1SRB9JMZFUK903JB
S 64.1.b ,"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,JDGLR3TZ4YGE8EQDWT
S 64.2 ,A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,GHJOBULBDVZLUCE71X
S 64.3 ,A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,DJ1P5XMGVPNA4TZBB3
S 64.4.a ,A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,0eubZ00000001JcQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,HXEURCRZDLP1IFSQRL
S 64.4.b ,A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,0eubZ00000001JdQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,0IFIP1ZCKP1CCVDHMM
S 65.1.a.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,YTQRKLSKDF6GXZESXZ
S 65.1.a.ii ,"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",0eubZ00000001JfQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,9EOE1HEIH1SRLLSIJN
S 65.1.b ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,NYCIK8PM98FABRV3X2
S 65.1.c ,"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",0eubZ00000001JhQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,YCWG9VM6SECRPKELA6
S 65.1.d.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,0eubZ00000001JiQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,59HUSS9PUS76BYAUKY
S 65.1.d.ii ,Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,0eubZ00000001JjQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,VCQ064ZVHDFVXOQYQS
S 65.1.d.iii ,Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,0eubZ00000001JkQAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,VTLBVWUHMOGXYOYT39
S 66.1 ,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,MDNVBCZJR1DBSP2GRP
S 67.1.a ,A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,0eubZ00000001JmQAI,Employees/Staff SN Compliance,0Z4bZ00000000BnSAI,,Employees/Staff SN Compliance,5T8COGQ0SFL5H6SVRC
S 67.1.b ,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,Employees/Staff SN Compliance,0Z4bZ00000000BnSAI,,Employees/Staff SN Compliance,DFGFVOTXIVHPUUDJCJ
S 67.2.a ,"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",0eubZ00000001JoQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,TCJVZI8FLW6YWFENW9
S 67.2.b ,A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,0eubZ00000001JpQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,4FSE0RN9JYSIGIZDLU
S 67.2.c.i ,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,W1ELRAF7NPO1IP5JUD
S 67.2.c.ii ,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,34JWCZEY3WD7JV8M5L
S 68.1.a ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",0eubZ00000001JsQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,1S7Y56WXLMH0OLXPT3
S 68.1.b ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",0eubZ00000001JtQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,CRW9GU0BI7GBD2Z6BM
S 68.2 ,A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,Z1TDVM8KB622HNV9PB
S 69.1 ,"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,O2NLQ8FBGJ0QQO8TQZ
S 69.2.a.i ,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,MLFX0OLGL8PRW8WQIE
S 69.2.a.ii ,"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,VQHW5UAE3D5XX7BK6D
S 69.2.b ,"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,N8PKKQJLXJFBQL2QRZ
S 69.2.c ,"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,BSFJWQKYO7GQ9KZOMW
S 69.3 ,A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,FKSONGZ4XJ5FLQDUE7
S 70.1.a ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,Z302GHBK4YEFHW0I0S
S 70.1.b ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,3NZISJFMMO5SGAEAIY
S 70.1.c ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,LFF9SGXFRDZXOMQALG
S 70.2.a ,"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,ZCMUR75XCPBA4XBXTC
S 70.2.b ,"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,SJ6NJHXZS982MIUJ1S
S 70.3 ,A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,IJTFRN4IJWHMNH9OPP
S 71.1 ,"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,WZQ9X9LVXZMWKESG8D
S 71.2 ,"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,H9BWNSM5ENZMMNAEES
S 71.3 ,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,,Health and Safety SN Compliance,HJV611CA6JZSO0RZBB
S 72.1.a ,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,RHRIS6VMW1GBSZMXOA
S 72.1.b ,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,FD8KWNEDDLRMG9IIKF
S 72.1.c ,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,Assisted Living Services SN Compliance,0Z4bZ00000000BsSAI,,Assisted Living Services SN Compliance,YDAGWERQ8JV4T3XOXD
S 72.2.a.i ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,FPWSQP1ODGRJJZEYNA
S 72.2.a.ii ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,UIZXLDDDMMQW1EBHAR
S 72.2.a.iii ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,H3SLATGAZ8SGAG3PCY
S 72.2.b ,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,GSITVDIAKXOLQGA4XN
S 72.2.c ,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,Residents' Rights SN Compliance,0Z4bZ00000000BqSAI,,Residents' Rights SN Compliance,X6FNDEMMSHS0W2QTOY
S 72.2.d ,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,C6GMFMUGAF0KFOCVA0
S 73.1.a ,All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,RLFD8RB84YNGKUQW8H
S 73.1.b ,All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,H2K4D0TO1ZGOILADPL
S 73.1.c ,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,LFMISAOMX5WYQULRTM
S 73.1.d ,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,ZP6JPVHSG5LK4NDAA1
S 73.2 ,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,0LUZAO1EH8HQR5JNQZ
S 74.a ,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,VZARRJ5DA30FSCVLOI
S.74.b ,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,36K1HS0BCS02UGKC4J
S. 75.  ,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,UKRE0GBQHHZWUIOFKW
S. 76.a ,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,GTMZSUZYT6RHCIHJYZ
S. 76.b ,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,RHJEZXNNYUH2AVKZSZ
S. 76.c ,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,UIQJGW2ZMFXLHPR4OS
S. 76.d ,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,AKHCRYRCDZIPNMCD1X
S. 76.e ,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,LQF1XVEAS60UFPKJ2S
S. 76.f ,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,IT6B65OQVWFQJKENMD
