Description,EffectiveFrom,Errors,ExternalId__c,Id,Name,RegulatoryAuthorityId,Subject
"Registrant must ensure that a transition plan is developed with the participation of one or more, if & as requested by the resident & to the extent reasonably practical to do so: the resident's med prac, nurse prac, or other appropriate hlth professional.",2023-11-06T16:00:00.000+0000,,S 45.3.c.iii ,0fCAq0000000FEpMAM,S 45.3.c.iii - End of Residency - Planned end of residency,19pAq0000001JqDIAU,S 45.3.c.iii - End of Residency - Planned end of residency
"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave under terms of resident's res agreement, a registrant must notify person's contact & if the person is the beneficiary of a funding program, a rep of the funding program.",2023-11-06T16:00:00.000+0000,,S 46.1.a ,0fCAq0000000FEqMAM,S 46.1.a - End of Residency - Unplanned end of residency,19pAq0000001JqDIAU,S 46.1.a - End of Residency - Unplanned end of residency
"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave (terms of resident's res agreement) a registrant must unless not practicable provide the person info re access to housing supports, pro hlth services & social services.",2023-11-06T16:00:00.000+0000,,S 46.1.b.i ,0fCAq0000000FErMAM,S 46.1.b.i - End of Residency - Unplanned end of residency,19pAq0000001JqDIAU,S 46.1.b.i - End of Residency - Unplanned end of residency
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",2023-11-06T16:00:00.000+0000,,S 46.1.b.ii ,0fCAq0000000FEsMAM,S 46.1.b.ii - End of Residency - Unplanned end of residency,19pAq0000001JqDIAU,S 46.1.b.ii - End of Residency - Unplanned end of residency
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must as practicable make a record of the event and of the actions taken under paragraphs .a.",2023-11-06T16:00:00.000+0000,,S 46.1.c ,0fCAq0000000FEtMAM,S 46.1.c - End of Residency - Unplanned end of residency,19pAq0000001JqDIAU,S 46.1.c - End of Residency - Unplanned end of residency
A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,2023-11-06T16:00:00.000+0000,,S 47.1.a ,0fCAq0000000FEuMAM,S 47.1.a -  Resident Health and Safety - General health and hygiene,19pAq0000001JqDIAU,S 47.1.a -  Resident Health and Safety - General health and hygiene
A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,2023-11-06T16:00:00.000+0000,,S 47.1.b ,0fCAq0000000FEvMAM,S 47.1.b -  Resident Health and Safety - General health and hygiene,19pAq0000001JqDIAU,S 47.1.b -  Resident Health and Safety - General health and hygiene
"activated e-cig""TVPCA""canna""CCLA""e-cig""TVPCA ""med canna CCLA""ReAct""(a)activity that is a rcon;(b)gr/storage of canna;""rcon""(a)to smk/use tobac/hold lighted tobac;(b)use e-cig/hold activated e-cig;(c)smk/vape canna;""smk/vape canna s.60CCLA""tobac""TVPCA",2023-11-06T16:00:00.000+0000,,S 48.1 ,0fCAq0000000FEwMAM,"S 48.1 -  Resident Health and Safety - Tobacco, vapour products and cannabis",19pAq0000001JqDIAU,"S 48.1 -  Resident Health and Safety - Tobacco, vapour products and cannabis"
A registrant must ensure thatno one other than a resident engages in a restricted activity while on the premises of the assisted living residence.,2023-11-06T16:00:00.000+0000,,S 48.2.a ,0fCAq0000000FExMAM,S 48.2.a -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.2.a -  Resident Health and Safety -
A registrant must ensure thatemployees do not engage in restricted consumption while providing services to residents.,2023-11-06T16:00:00.000+0000,,S 48.2.b ,0fCAq0000000FEyMAM,S 48.2.b -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.2.b -  Resident Health and Safety -
"A registrant must ensure thatif necessary for the safety of the resident, a resident who engages in restricted consumption is supervised.",2023-11-06T16:00:00.000+0000,,S 48.2.c ,0fCAq0000000FEzMAM,S 48.2.c -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.2.c -  Resident Health and Safety -
"A registrant must make a policy respecting all of the following:the engagement by residents in restricted activities, other than the consumption of medical cannabis, on the premises.",2023-11-06T16:00:00.000+0000,,S 48.3.a ,0fCAq0000000FF0MAM,S 48.3.a -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.3.a -  Resident Health and Safety -
"A registrant must make a policy respecting all of the following:the possession and disposal by anyone of tobacco, e-cigarettes and cannabis, other than medical cannabis, on the premises.",2023-11-06T16:00:00.000+0000,,S 48.3.b ,0fCAq0000000FF1MAM,S 48.3.b -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.3.b -  Resident Health and Safety -
A registrant must ensure that the policy required under subsection .4includes any restrictions on those activities on the premises.,2023-11-06T16:00:00.000+0000,,S 48.4.a ,0fCAq0000000FF2MAM,S 48.4.a -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.4.a -  Resident Health and Safety -
"A registrant must ensure that the policy required under subsection .5is consistent with the prohibitions and restrictions under the Cannabis Control and Licensing Act or the Tobacco and Vapour Products Control Act, as applicable.",2023-11-06T16:00:00.000+0000,,S 48.4.b ,0fCAq0000000FF3MAM,S 48.4.b -  Resident Health and Safety -,19pAq0000001JqDIAU,S 48.4.b -  Resident Health and Safety -
"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent.",2023-11-06T16:00:00.000+0000,,S 49.1 ,0fCAq0000000FF4MAM,S 49.1 -  Resident Health and Safety - Food safety,19pAq0000001JqDIAU,S 49.1 -  Resident Health and Safety - Food safety
"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",2023-11-06T16:00:00.000+0000,,S 49.2 ,0fCAq0000000FF5MAM,S 49.2 -  Resident Health and Safety - Food safety,19pAq0000001JqDIAU,S 49.2 -  Resident Health and Safety - Food safety
"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",2023-11-06T16:00:00.000+0000,,S 49.3 ,0fCAq0000000FF6MAM,S 49.3 -  Resident Health and Safety - Food safety,19pAq0000001JqDIAU,S 49.3 -  Resident Health and Safety - Food safety
Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,2023-11-06T16:00:00.000+0000,,S 49.4 ,0fCAq0000000FF7MAM,S 49.4 -  Resident Health and Safety - Food safety,19pAq0000001JqDIAU,S 49.4 -  Resident Health and Safety - Food safety
"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E.",2023-11-06T16:00:00.000+0000,,S 50.1 ,0fCAq0000000FF8MAM,S 50.1 -  Resident Health and Safety - Duties respecting abuse and neglect,19pAq0000001JqDIAU,S 50.1 -  Resident Health and Safety - Duties respecting abuse and neglect
This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.,2023-11-06T16:00:00.000+0000,,S 51.1.a ,0fCAq0000000FF9MAM,S 51.1.a -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.1.a -  Resident Health and Safety - Reportable incidents
This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.,2023-11-06T16:00:00.000+0000,,S 51.1.b ,0fCAq0000000FFAMA2,S 51.1.b -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.1.b -  Resident Health and Safety - Reportable incidents
A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.,2023-11-06T15:00:00.000+0000,,S 51.2.a ,0fCAq0000000FFBMA2,S 51.2.a -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.2.a -  Resident Health and Safety - Reportable incidents
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",2023-11-06T15:00:00.000+0000,,S 51.2.b.i ,0fCAq0000000FFCMA2,S 51.2.b.i -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.2.b.i -  Resident Health and Safety - Reportable incidents
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests.",2023-11-06T15:00:00.000+0000,,S 51.2.b.ii ,0fCAq0000000FFDMA2,S 51.2.b.ii -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.2.b.ii -  Resident Health and Safety - Reportable incidents
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program.",2023-11-06T15:00:00.000+0000,,S 51.2.b.iii ,0fCAq0000000FFEMA2,S 51.2.b.iii -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.2.b.iii -  Resident Health and Safety - Reportable incidents
A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,2023-11-06T15:00:00.000+0000,,S 51.2.c ,0fCAq0000000FFFMA2,S 51.2.c -  Resident Health and Safety - Reportable incidents,19pAq0000001JqDIAU,S 51.2.c -  Resident Health and Safety - Reportable incidents
 A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.,2023-11-06T15:00:00.000+0000,,S 52.1 ,0fCAq0000000FFGMA2,S 52.1 -  Resident Health and Safety - Missing residents,19pAq0000001JqDIAU,S 52.1 -  Resident Health and Safety - Missing residents
"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection.",2023-11-06T15:00:00.000+0000,,S 53.1.a ,0fCAq0000000FFHMA2,S 53.1.a -  Resident Health and Safety - Health and safety plan,19pAq0000001JqDIAU,S 53.1.a -  Resident Health and Safety - Health and safety plan
"If the registrar reasonably believes that the H&S of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentson receiving a report respecting a reportable incident or a complaint.",2023-11-06T15:00:00.000+0000,,S 53.1.b ,0fCAq0000000FFIMA2,S 53.1.b -  Resident Health and Safety - Health and safety plan,19pAq0000001JqDIAU,S 53.1.b -  Resident Health and Safety - Health and safety plan
A registrant subject to a requirement made under subsection .1,2023-11-06T15:00:00.000+0000,,S 53.2 ,0fCAq0000000FFJMA2,S 53.2 -  Resident Health and Safety - Health and safety plan,19pAq0000001JqDIAU,S 53.2 -  Resident Health and Safety - Health and safety plan
A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,2023-11-06T15:00:00.000+0000,,S 54.1.a ,0fCAq0000000FFKMA2,S 54.1.a - Providing Hospitality Services - Service provision generally,19pAq0000001JqDIAU,S 54.1.a - Providing Hospitality Services - Service provision generally
A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,2023-11-06T15:00:00.000+0000,,S 54.1.b ,0fCAq0000000FFLMA2,S 54.1.b - Providing Hospitality Services -,19pAq0000001JqDIAU,S 54.1.b - Providing Hospitality Services -
"In this section, ""Canada's Food Guide"" means the current edition of the publication produced by or on behalf of the Government of Canada that promotes nutritional health by guiding food selection.",2023-11-06T15:00:00.000+0000,,S 55.1 ,0fCAq0000000FFMMA2,S 55.1 - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.1 - Providing Hospitality Services - Menu plan
"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",2023-11-06T15:00:00.000+0000,,S 55.2.a ,0fCAq0000000FFNMA2,S 55.2.a - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.2.a - Providing Hospitality Services - Menu plan
A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,2023-11-06T15:00:00.000+0000,,S 55.2.b ,0fCAq0000000FFOMA2,S 55.2.b - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.2.b - Providing Hospitality Services - Menu plan
"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",2023-11-06T15:00:00.000+0000,,S 55.2.c ,0fCAq0000000FFPMA2,S 55.2.c - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.2.c - Providing Hospitality Services - Menu plan
A registrant must consult with a dietitianto make an initial menu plan.,2023-11-06T15:00:00.000+0000,,S 55.3.a ,0fCAq0000000FFQMA2,S 55.3.a - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.3.a - Providing Hospitality Services - Menu plan
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly.",2023-11-06T15:00:00.000+0000,,S 55.3.b.i ,0fCAq0000000FFRMA2,S 55.3.b.i - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.3.b.i - Providing Hospitality Services - Menu plan
"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed.",2023-11-06T15:00:00.000+0000,,S 55.3.b.ii ,0fCAq0000000FFSMA2,S 55.3.b.ii - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.3.b.ii - Providing Hospitality Services - Menu plan
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",2023-11-06T15:00:00.000+0000,,S 55.4.a ,0fCAq0000000FFTMA2,S 55.4.a - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.4.a - Providing Hospitality Services - Menu plan
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",2023-11-06T15:00:00.000+0000,,S 55.4.b ,0fCAq0000000FFUMA2,S 55.4.b - Providing Hospitality Services - Menu plan,19pAq0000001JqDIAU,S 55.4.b - Providing Hospitality Services - Menu plan
"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",2023-11-06T15:00:00.000+0000,,S 56.1.a ,0fCAq0000000FFVMA2,S 56.1.a - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.1.a - Providing Hospitality Services - Providing meals
"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",2023-11-06T15:00:00.000+0000,,S 56.1.b ,0fCAq0000000FFWMA2,S 56.1.b - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.1.b - Providing Hospitality Services - Providing meals
"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",2023-11-06T15:00:00.000+0000,,S 56.1.c ,0fCAq0000000FFXMA2,S 56.1.c - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.1.c - Providing Hospitality Services - Providing meals
"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",2023-11-06T15:00:00.000+0000,,S 56.2 ,0fCAq0000000FFYMA2,S 56.2 - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.2 - Providing Hospitality Services - Providing meals
A registrant must post or otherwise provide to residents the daily menu and meal times.,2023-11-06T15:00:00.000+0000,,S 56.3 ,0fCAq0000000FFZMA2,S 56.3 - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.3 - Providing Hospitality Services - Providing meals
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",2023-11-06T15:00:00.000+0000,,S 56.4.a ,0fCAq0000000FFaMAM,S 56.4.a - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.4.a - Providing Hospitality Services - Providing meals
"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",2023-11-06T15:00:00.000+0000,,S 56.4.b ,0fCAq0000000FFbMAM,S 56.4.b - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.4.b - Providing Hospitality Services - Providing meals
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",2023-11-06T15:00:00.000+0000,,S 56.4.c ,0fCAq0000000FFcMAM,S 56.4.c - Providing Hospitality Services - Providing meals,19pAq0000001JqDIAU,S 56.4.c - Providing Hospitality Services - Providing meals
"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",2023-11-06T15:00:00.000+0000,,S 57.1.a ,0fCAq0000000FFdMAM,S 57.1.a - Providing Hospitality Services - Housekeeping services,19pAq0000001JqDIAU,S 57.1.a - Providing Hospitality Services - Housekeeping services
A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,2023-11-06T15:00:00.000+0000,,S 57.1.b ,0fCAq0000000FFeMAM,S 57.1.b - Providing Hospitality Services -,19pAq0000001JqDIAU,S 57.1.b - Providing Hospitality Services -
"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",2023-11-06T15:00:00.000+0000,,S 58.1 ,0fCAq0000000FFfMAM,S 58.1 - Providing Hospitality Services - Laundry services,19pAq0000001JqDIAU,S 58.1 - Providing Hospitality Services - Laundry services
A registrant must provide linens to residents who require them.,2023-11-06T15:00:00.000+0000,,S 58.2 ,0fCAq0000000FFgMAM,S 58.2 - Providing Hospitality Services - Laundry services,19pAq0000001JqDIAU,S 58.2 - Providing Hospitality Services - Laundry services
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",2023-11-06T15:00:00.000+0000,,S 58.3.a ,0fCAq0000000FFhMAM,S 58.3.a - Providing Hospitality Services - Laundry services,19pAq0000001JqDIAU,S 58.3.a - Providing Hospitality Services - Laundry services
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",2023-11-06T15:00:00.000+0000,,S 58.3.b ,0fCAq0000000FFiMAM,S 58.3.b - Providing Hospitality Services - Laundry services,19pAq0000001JqDIAU,S 58.3.b - Providing Hospitality Services - Laundry services
A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,2023-11-06T15:00:00.000+0000,,S 58.4 ,0fCAq0000000FFjMAM,S 58.4 - Providing Hospitality Services - Laundry services,19pAq0000001JqDIAU,S 58.4 - Providing Hospitality Services - Laundry services
"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",2023-11-06T15:00:00.000+0000,,S 59.1 ,0fCAq0000000FFkMAM,S 59.1 - Providing Hospitality Services - Social and recreational opportunities,19pAq0000001JqDIAU,S 59.1 - Providing Hospitality Services - Social and recreational opportunities
A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,2023-11-06T15:00:00.000+0000,,S 59.2 ,0fCAq0000000FFlMAM,S 59.2 - Providing Hospitality Services - Social and recreational opportunities,19pAq0000001JqDIAU,S 59.2 - Providing Hospitality Services - Social and recreational opportunities
A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,2023-11-06T15:00:00.000+0000,,S 59.3 ,0fCAq0000000FFmMAM,S 59.3 - Providing Hospitality Services - Social and recreational opportunities,19pAq0000001JqDIAU,S 59.3 - Providing Hospitality Services - Social and recreational opportunities
A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,2023-11-06T15:00:00.000+0000,,S 60.1.a ,0fCAq0000000FFnMAM,S 60.1.a - Providing Hospitality Services - Personal emergency response system,19pAq0000001JqDIAU,S 60.1.a - Providing Hospitality Services - Personal emergency response system
A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,2023-11-06T15:00:00.000+0000,,S 60.1.b ,0fCAq0000000FFoMAM,S 60.1.b - Providing Hospitality Services - Personal emergency response system,19pAq0000001JqDIAU,S 60.1.b - Providing Hospitality Services - Personal emergency response system
A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,2023-11-06T15:00:00.000+0000,,S 61.1.a ,0fCAq0000000FFpMAM,S 61.1.a - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.1.a - Providing Assisted Living Services - Service provision generally
A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,2023-11-06T15:00:00.000+0000,,S 61.1.b ,0fCAq0000000FFqMAM,S 61.1.b - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.1.b - Providing Assisted Living Services - Service provision generally
A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,2023-11-06T15:00:00.000+0000,,S 61.2.a ,0fCAq0000000FFrMAM,S 61.2.a - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.2.a - Providing Assisted Living Services - Service provision generally
"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",2023-11-06T15:00:00.000+0000,,S 61.2.b ,0fCAq0000000FFsMAM,S 61.2.b - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.2.b - Providing Assisted Living Services - Service provision generally
Subject to subsection .5receive a particular professional health service.,2023-11-06T15:00:00.000+0000,,S 61.3.a ,0fCAq0000000FFtMAM,S 61.3.a - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.3.a - Providing Assisted Living Services - Service provision generally
"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",2023-11-06T15:00:00.000+0000,,S 61.3.b ,0fCAq0000000FFuMAM,S 61.3.b - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.3.b - Providing Assisted Living Services - Service provision generally
"Subject to subsection .7take a particular medication, if prescribed by a health professional.",2023-11-06T15:00:00.000+0000,,S 61.3.c ,0fCAq0000000FFvMAM,S 61.3.c - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.3.c - Providing Assisted Living Services - Service provision generally
Subject to subsection .8receive a medication from a particular pharmacy.,2023-11-06T15:00:00.000+0000,,S 61.3.d ,0fCAq0000000FFwMAM,S 61.3.d - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.3.d - Providing Assisted Living Services - Service provision generally
"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",2023-11-06T15:00:00.000+0000,,S 61.4 ,0fCAq0000000FFxMAM,S 61.4 - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.4 - Providing Assisted Living Services - Service provision generally
"Nothing in this Division authorizes a registrant to perform an activity that the registrant is prohibited from performing under the Health Professions Act, the Pharmacy Operations and Drug Scheduling Act or any other enactment.",2023-11-06T15:00:00.000+0000,,S 61.5 ,0fCAq0000000FFyMAM,S 61.5 - Providing Assisted Living Services - Service provision generally,19pAq0000001JqDIAU,S 61.5 - Providing Assisted Living Services - Service provision generally
"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",2023-11-06T15:00:00.000+0000,,S 62.1 ,0fCAq0000000FFzMAM,S 62.1 - Providing Assisted Living Services - Activities of daily living,19pAq0000001JqDIAU,S 62.1 - Providing Assisted Living Services - Activities of daily living
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",2023-11-06T15:00:00.000+0000,,S 63.1.a ,0fCAq0000000FG0MAM,S 63.1.a - Providing Assisted Living Services - Managing medication defined,19pAq0000001JqDIAU,S 63.1.a - Providing Assisted Living Services - Managing medication defined
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",2023-11-06T15:00:00.000+0000,,S 63.1.b ,0fCAq0000000FG1MAM,S 63.1.b - Providing Assisted Living Services - Managing medication defined,19pAq0000001JqDIAU,S 63.1.b - Providing Assisted Living Services - Managing medication defined
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",2023-11-06T15:00:00.000+0000,,S 63.1.c ,0fCAq0000000FG2MAM,S 63.1.c - Providing Assisted Living Services - Managing medication defined,19pAq0000001JqDIAU,S 63.1.c - Providing Assisted Living Services - Managing medication defined
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",2023-11-06T15:00:00.000+0000,,S 63.1.d ,0fCAq0000000FG3MAM,S 63.1.d - Providing Assisted Living Services - Managing medication defined,19pAq0000001JqDIAU,S 63.1.d - Providing Assisted Living Services - Managing medication defined
A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,2023-11-06T15:00:00.000+0000,,S 64.1.a ,0fCAq0000000FG4MAM,S 64.1.a - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.1.a - Providing Assisted Living Services - Managing medication generally
"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",2023-11-06T15:00:00.000+0000,,S 64.1.b ,0fCAq0000000FG5MAM,S 64.1.b - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.1.b - Providing Assisted Living Services - Managing medication generally
A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,2023-11-06T15:00:00.000+0000,,S 64.2 ,0fCAq0000000FG6MAM,S 64.2 - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.2 - Providing Assisted Living Services - Managing medication generally
A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,2023-11-06T15:00:00.000+0000,,S 64.3 ,0fCAq0000000FG7MAM,S 64.3 - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.3 - Providing Assisted Living Services - Managing medication generally
A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,2023-11-06T15:00:00.000+0000,,S 64.4.a ,0fCAq0000000FG8MAM,S 64.4.a - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.4.a - Providing Assisted Living Services - Managing medication generally
A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,2023-11-06T15:00:00.000+0000,,S 64.4.b ,0fCAq0000000FG9MAM,S 64.4.b - Providing Assisted Living Services - Managing medication generally,19pAq0000001JqDIAU,S 64.4.b - Providing Assisted Living Services - Managing medication generally
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,2023-11-06T15:00:00.000+0000,,S 65.1.a.i ,0fCAq0000000FGAMA2,S 65.1.a.i - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.a.i - Providing Assisted Living Services - Safekeeping medication
"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",2023-11-06T15:00:00.000+0000,,S 65.1.a.ii ,0fCAq0000000FGBMA2,S 65.1.a.ii - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.a.ii - Providing Assisted Living Services - Safekeeping medication
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,2023-11-06T15:00:00.000+0000,,S 65.1.b ,0fCAq0000000FGCMA2,S 65.1.b - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.b - Providing Assisted Living Services - Safekeeping medication
